Depth,Mg
1318.045,1.125
1318.055,1.009
1318.065,1.038
1318.075,1.204
1318.085,1.453
1318.095,1.683
1318.105,2.014
1318.115,2.563
1318.125,3.03
1318.135,3.093
1318.145,2.699
1318.155,2.326
1318.165,1.872
1318.175,1.445
1318.185,1.052
1318.195,0.889
1318.205,1.0
1318.215,1.133
1318.225,1.227
1318.235,1.341
1318.245,1.353
1318.255,1.393
1318.265,1.568
1318.275,1.813
1318.285,1.993
1318.295,2.024
1318.305,2.001
1318.315,2.015
1318.325,2.005
1318.335,2.191
1318.345,2.175
1318.355,1.852
1318.365,1.464
1318.375,1.399
1318.385,1.781
1318.395,2.501
1318.405,3.447
1318.415,4.803
1318.425,6.224
1318.435,6.887
1318.445,6.275
1318.455,5.616
1318.465,5.327
1318.475,4.936
1318.485,4.135
1318.495,3.431
1318.505,3.042
1318.515,2.588
1318.525,1.844
1318.535,1.248
1318.545,1.368
1318.555,1.912
1318.565,2.551
1318.575,3.268
1318.585,3.667
1318.595,3.622
1318.605,3.182
1318.615,2.733
1318.625,2.398
1318.635,1.971
1318.645,1.473
1318.655,1.092
1318.665,1.034
1318.675,1.112
1318.685,1.375
1318.695,1.855
1318.705,2.233
1318.715,2.284
1318.725,2.174
1318.735,2.158
1318.745,2.19
1318.755,2.214
1318.765,2.227
1318.775,2.295
1318.785,2.506
1318.795,3.137
1318.805,4.728
1318.815,6.581
1318.825,7.726
1318.835,8.212
1318.845,8.081
1318.855,6.989
1318.865,5.595
1318.875,4.535
1318.885,4.01
1318.895,3.734
1318.905,3.288
1318.915,2.917
1318.925,2.709
1318.935,2.247
1318.945,1.937
1318.955,2.02
1318.965,2.206
1318.975,2.261
1318.985,2.218
1318.995,2.027
1319.005,1.794
1319.015,1.847
1319.025,2.498
1319.035,3.694
1319.045,4.995
1319.055,5.726
1319.065,6.515
1319.075,6.724
1319.085,5.856
1319.095,4.561
1319.105,3.645
1319.115,2.968
1319.125,2.42
1319.135,2.057
1319.145,1.732
1319.165,1.626
1319.175,1.566
1319.185,1.503
1319.195,1.545
1319.205,1.535
1319.215,1.52
1319.225,1.618
1319.235,1.894
1319.245,2.01
1319.255,1.758
1319.265,1.486
1319.275,1.477
1319.285,1.493
1319.295,1.362
1319.305,1.221
1319.315,1.149
1319.325,1.192
1319.335,1.268
1319.345,1.426
1319.355,1.47
1319.365,1.427
1319.375,1.369
1319.385,1.44
1319.395,1.602
1319.405,1.626
1319.415,1.664
1319.425,1.837
1319.435,1.746
1319.445,1.231
1319.455,0.793
1319.465,0.605
1319.475,0.593
1319.485,0.63
1319.495,0.788
1319.505,1.023
1319.515,1.156
1319.525,1.312
1319.535,1.496
1319.545,1.661
1319.555,1.804
1319.565,2.122
1319.575,2.558
1319.585,2.677
1319.595,2.295
1319.605,1.775
1319.615,1.277
1319.625,0.805
1319.635,0.676
1319.645,0.93
1319.655,1.241
1319.665,1.338
1319.675,1.302
1319.685,1.22
1319.695,1.218
1319.705,1.261
1319.715,1.399
1319.725,1.814
1319.735,2.388
1319.745,2.606
1319.755,2.675
1319.765,2.842
1319.775,2.881
1319.785,2.561
1319.795,2.263
1319.805,2.08
1319.815,1.662
1319.825,1.399
1319.835,1.569
1319.845,1.882
1319.855,2.165
1319.865,2.439
1319.875,2.9
1319.885,3.403
1319.895,3.469
1319.905,3.413
1319.915,3.432
1319.925,3.483
1319.935,3.439
1319.945,3.14
1319.955,2.735
1319.965,2.32
1319.975,1.984
1319.985,1.804
1319.995,1.86
1320.005,2.051
1320.015,2.41
1320.025,2.796
1320.035,3.119
1320.045,3.585
1320.055,3.726
1320.065,3.634
1320.075,3.614
1320.085,3.499
1320.095,2.995
1320.105,2.307
1320.115,1.835
1320.125,1.572
1320.135,1.711
1320.145,1.917
1320.155,2.045
1320.165,1.998
1320.175,1.892
1320.185,1.808
1320.195,1.819
1320.205,1.705
1320.215,1.532
1320.225,1.532
1320.235,1.744
1320.245,2.009
1320.255,2.38
1320.265,2.867
1320.275,3.674
1320.285,4.284
1320.295,4.559
1320.305,4.395
1320.315,3.928
1320.325,3.184
1320.335,2.614
1320.345,2.439
1320.355,2.004
1320.365,1.516
1320.375,1.353
1320.385,1.402
1320.395,1.504
1320.405,1.63
1320.415,2.157
1320.425,3.279
1320.445,4.119
1320.455,4.087
1320.465,3.561
1320.475,3.166
1320.485,3.153
1320.495,3.165
1320.505,3.031
1320.515,2.945
1320.525,3.236
1320.535,3.783
1320.545,4.954
1320.555,7.049
1320.565,9.534
1320.575,11.001
1320.585,10.797
1320.595,9.899
1320.605,9.022
1320.615,7.891
1320.625,7.005
1320.635,6.467
1320.645,6.021
1320.655,5.263
1320.705,0.823
1320.715,0.955
1320.725,1.22
1320.735,1.488
1320.745,1.828
1320.755,2.164
1320.765,2.437
1320.775,2.554
1320.785,2.56
1320.795,2.462
1320.805,2.292
1320.815,1.909
1320.825,1.474
1320.835,1.471
1320.845,1.885
1320.855,2.434
1320.865,2.994
1320.875,3.945
1320.885,4.451
1320.895,4.347
1320.905,3.942
1320.915,3.623
1320.925,3.274
1320.935,2.571
1320.945,2.011
1320.955,1.788
1320.965,1.584
1320.975,1.418
1320.985,1.444
1320.995,1.66
1321.005,2.021
1321.015,2.547
1321.025,3.073
1321.035,3.4
1321.045,3.443
1321.055,3.48
1321.065,3.333
1321.075,2.765
1321.085,2.018
1321.095,1.443
1321.105,1.306
1321.115,1.171
1321.125,1.015
1321.135,1.015
1321.145,1.037
1321.155,1.235
1321.165,1.64
1321.175,2.154
1321.185,2.513
1321.195,2.467
1321.205,2.182
1321.215,1.93
1321.225,1.857
1321.235,1.733
1321.245,1.546
1321.255,1.216
1321.265,0.994
1321.275,1.037
1321.285,1.315
1321.295,1.591
1321.305,1.942
1321.315,2.445
1321.325,2.95
1321.335,3.177
1321.345,2.947
1321.355,2.621
1321.365,2.6
1321.375,2.763
1321.385,3.222
1321.395,3.994
1321.405,5.207
1321.415,5.918
1321.425,6.004
1321.435,5.964
1321.445,4.993
1321.455,3.81
1321.465,2.429
1321.475,2.461
1321.485,2.693
1321.495,2.69
1321.505,2.853
1321.515,3.281
1321.525,3.516
1321.535,3.343
1321.545,2.779
1321.555,2.12
1321.565,1.462
1321.575,0.986
1321.585,0.863
1321.595,0.989
1321.605,1.159
1321.615,1.365
1321.625,1.69
1321.635,2.13
1321.645,2.433
1321.655,2.529
1321.665,2.565
1321.675,2.725
1321.685,2.757
1321.695,2.708
1321.705,2.719
1321.715,2.803
1321.725,2.889
1321.735,3.251
1321.745,3.846
1321.755,4.499
1321.765,5.184
1321.775,5.592
1321.785,6.502
1321.795,6.947
1321.805,6.043
1321.815,4.634
1321.825,3.693
1321.835,3.274
1321.845,2.812
1321.855,2.197
1321.865,1.808
1321.875,1.52
1321.885,1.256
1321.895,1.255
1321.905,1.412
1321.925,1.45
1321.935,1.334
1321.945,1.186
1321.955,1.121
1321.965,1.191
1321.975,1.199
1321.985,1.231
1321.995,1.476
1322.005,1.562
1322.015,1.356
1322.025,0.952
1322.035,0.728
1322.045,0.702
1322.055,0.771
1322.065,0.957
1322.075,1.293
1322.085,1.933
1322.095,2.475
1322.105,2.891
1322.115,3.482
1322.125,3.977
1322.135,3.813
1322.145,3.426
1322.155,3.08
1322.165,3.037
1322.175,2.774
1322.185,2.457
1322.195,2.258
1322.205,2.257
1322.215,2.164
1322.225,1.846
1322.235,1.493
1322.245,1.428
1322.255,1.445
1322.265,1.519
1322.275,1.773
1322.285,1.991
1322.295,2.018
1322.305,2.014
1322.315,2.148
1322.325,2.301
1322.335,2.25
1322.345,2.337
1322.355,2.592
1322.365,2.835
1322.375,2.843
1322.385,2.71
1322.395,2.887
1322.405,3.336
1322.415,3.777
1322.425,4.245
1322.435,4.516
1322.445,4.553
1322.455,4.303
1322.465,4.029
1322.475,3.648
1322.485,2.738
1322.495,2.135
1322.505,2.464
1322.515,3.326
1322.525,4.606
1322.535,5.218
1322.545,5.07
1322.555,4.806
1322.565,4.5
1322.575,3.872
1322.585,3.177
1322.595,2.43
1322.605,1.949
1322.615,1.754
1322.625,1.409
1322.635,1.025
1322.645,0.895
1322.655,0.917
1322.665,1.015
1322.675,1.416
1322.715,1.902
1322.725,2.143
1322.735,2.459
1322.745,2.592
1322.755,2.398
1322.765,2.035
1322.775,1.615
1322.785,1.359
1322.795,1.195
1322.805,0.965
1322.815,0.92
1322.825,1.065
1322.835,1.318
1322.845,1.607
1322.855,1.849
1322.865,2.188
1322.875,2.441
1322.885,2.423
1322.895,2.296
1322.905,2.058
1322.915,1.98
1322.925,2.177
1322.935,2.578
1322.945,2.871
1322.955,2.896
1322.965,2.696
1322.975,2.61
1322.985,2.644
1322.995,2.425
1323.005,2.035
1323.015,1.848
1323.025,1.942
1323.035,2.126
1323.045,2.348
1323.055,2.574
1323.065,2.977
1323.075,3.616
1323.085,4.258
1323.095,4.7
1323.105,4.809
1323.155,4.745
1323.165,4.368
1323.175,3.792
1323.185,3.119
1323.195,2.322
1323.205,1.658
1323.215,1.455
1323.225,1.683
1323.235,2.057
1323.245,2.318
1323.255,2.539
1323.265,2.682
1323.275,2.808
1323.285,2.857
1323.295,2.809
1323.305,2.637
1323.315,2.371
1323.325,2.227
1323.345,2.29
1323.355,2.7
1323.365,3.052
1323.375,3.425
1323.385,3.479
1323.395,3.039
1323.405,2.594
1323.415,2.435
1323.425,2.381
1323.435,2.279
1323.445,2.214
1323.455,2.078
1323.465,1.833
1323.475,1.437
1323.485,1.143
1323.495,1.227
1323.505,1.371
1323.515,1.525
1323.525,1.675
1323.535,1.896
1323.545,2.187
1323.555,2.509
1323.565,2.863
1323.575,3.056
1323.585,2.951
1323.595,2.688
1323.605,2.369
1323.615,2.154
1323.625,1.923
1323.635,1.622
1323.645,1.508
1323.655,1.461
1323.665,1.501
1323.675,1.739
1323.685,1.795
1323.695,1.869
1323.705,2.267
1323.715,2.795
1323.725,3.504
1323.735,4.042
1323.745,4.0
1323.755,3.38
1323.765,2.49
1323.775,1.621
1323.785,1.189
1323.795,1.077
1323.805,1.173
1323.815,1.333
1323.825,1.492
1323.835,1.722
1323.845,2.009
1323.855,2.22
1323.865,2.059
1323.875,1.754
1323.885,1.665
1323.895,1.708
1323.905,1.778
1323.915,1.74
1323.925,1.666
1323.935,1.587
1323.945,1.621
1323.955,1.881
1323.965,2.364
1323.975,2.782
1323.985,3.228
1323.995,3.936
1324.005,4.531
1324.015,4.827
1324.025,4.592
1324.035,4.295
1324.045,4.085
1324.055,3.712
1324.065,3.014
1324.075,2.781
1324.085,3.377
1324.095,4.401
1324.105,5.875
1324.115,7.208
1324.125,7.824
1324.135,8.125
1324.145,8.284
1324.155,8.647
1324.165,8.995
1324.175,8.284
1324.185,7.243
1324.195,6.23
1324.205,5.334
1324.215,3.753
1324.225,2.426
1324.235,2.134
1324.245,2.371
1324.255,2.843
1324.265,3.106
1324.275,3.5
1324.285,4.06
1324.295,4.445
1324.305,4.745
1324.315,4.908
1324.325,4.983
1324.335,4.952
1324.345,4.588
1324.355,3.799
1324.365,2.642
1324.375,1.677
1324.385,1.19
1324.395,1.021
1324.405,1.168
1324.415,1.457
1324.425,1.718
1324.435,1.896
1324.445,2.06
1324.455,2.192
1324.465,2.27
1324.475,2.372
1324.485,2.669
1324.495,3.126
1324.505,3.36
1324.515,3.204
1324.525,2.827
1324.535,2.383
1324.545,2.178
1324.555,2.176
1324.565,2.394
1324.575,2.95
1324.585,3.448
1324.595,3.531
1324.605,3.429
1324.615,3.179
1324.625,2.777
1324.635,2.435
1325.645,2.3
1325.655,2.326
1325.665,2.581
1325.675,2.823
1325.685,3.036
1325.695,3.508
1325.705,3.817
1325.715,3.667
1325.735,3.262
1325.745,2.891
1325.755,2.786
1325.765,2.786
1325.775,2.996
1325.785,3.084
1325.795,3.48
1325.805,4.069
1325.815,4.408
1325.825,4.191
1325.835,3.62
1325.845,3.074
1325.855,2.546
1325.865,1.885
1325.875,1.564
1325.885,1.529
1325.895,1.657
1325.905,1.705
1325.915,1.815
1325.925,2.056
1325.935,2.434
1325.945,2.742
1325.955,2.715
1325.965,2.419
1325.975,2.098
1325.985,1.769
1325.995,1.469
1326.005,1.262
1326.015,1.153
1326.025,1.041
1326.035,0.913
1326.045,0.948
1326.055,1.188
1326.065,1.468
1326.075,1.872
1326.085,2.284
1326.095,2.653
1326.105,3.19
1326.115,3.526
1326.125,3.427
1326.135,3.285
1326.145,3.136
1326.155,2.899
1326.165,2.493
1326.175,2.144
1326.185,1.896
1326.195,1.961
1326.205,2.101
1326.215,2.186
1326.225,2.267
1326.235,2.46
1326.245,2.79
1326.255,3.387
1326.265,4.203
1326.275,5.056
1326.285,5.378
1326.295,4.95
1326.305,4.34
1326.315,3.513
1326.325,2.666
1326.335,2.014
1326.345,1.597
1326.355,1.321
1326.365,1.258
1326.375,1.272
1326.385,1.264
1326.395,1.267
1326.405,1.242
1326.415,1.163
1326.425,1.049
1326.435,1.083
1326.445,1.332
1326.455,1.684
1326.465,1.998
1326.475,2.285
1326.485,2.452
1326.495,2.454
1326.505,2.247
1326.515,2.117
1326.525,2.185
1326.535,2.441
1326.545,2.756
1326.555,3.043
1326.565,3.39
1326.575,3.677
1326.585,3.817
1326.595,3.548
1326.605,2.993
1326.665,1.806
1326.675,2.147
1326.685,2.32
1326.695,2.524
1326.705,2.929
1326.715,3.042
1326.725,2.499
1326.735,1.718
1326.745,1.255
1326.755,1.172
1326.765,1.167
1326.775,1.216
1326.785,1.39
1326.795,1.603
1326.805,1.694
1326.815,1.79
1326.825,1.842
1326.835,1.742
1326.845,1.635
1326.855,1.671
1326.865,1.793
1326.875,1.744
1326.885,1.64
1326.895,1.677
1326.905,1.6
1326.915,1.529
1326.925,1.511
1326.935,1.811
1326.945,2.354
1326.955,3.106
1326.965,3.986
1326.975,4.39
1326.985,4.586
1326.995,4.704
1327.005,4.579
1327.015,4.244
1327.025,3.809
1327.035,3.441
1327.045,3.125
1327.055,2.738
1327.065,2.412
1327.075,2.419
1327.085,2.584
1327.095,2.629
1327.105,2.688
1327.115,2.779
1327.125,2.68
1327.135,2.608
1327.145,2.633
1327.155,2.664
1327.165,2.385
1327.175,2.148
1327.185,2.269
1327.195,2.444
1327.205,2.382
1327.215,2.46
1327.225,2.561
1327.235,2.396
1327.245,2.176
1327.255,2.145
1327.265,2.208
1327.275,2.239
1327.285,2.197
1327.295,2.144
1327.305,2.032
1327.315,1.778
1327.325,1.475
1327.335,1.35
1327.345,1.38
1327.355,1.368
1327.365,1.439
1327.375,1.608
1327.385,1.691
1327.395,1.715
1327.405,1.853
1327.415,2.074
1327.425,2.276
1327.435,2.417
1327.445,2.578
1327.455,2.696
1327.465,2.428
1327.475,1.969
1327.485,1.694
1327.495,1.425
1327.505,1.335
1327.515,1.58
1327.525,2.103
1327.535,2.599
1327.545,3.278
1327.555,3.786
1327.565,4.23
1327.575,4.126
1327.585,3.266
1327.595,2.517
1327.605,2.03
1327.615,1.485
1327.625,1.28
1327.635,1.28
1327.645,1.341
1327.655,1.37
1327.665,1.389
1327.675,1.452
1327.685,1.504
1327.695,1.565
1327.705,1.62
1327.715,1.69
1327.725,1.708
1327.735,1.691
1327.745,1.584
1327.755,1.423
1327.765,1.343
1327.775,1.185
1327.785,1.117
1327.795,1.159
1327.805,1.37
1327.815,1.612
1327.825,1.85
1327.835,2.235
1327.845,2.71
1327.855,3.005
1327.865,2.836
1327.875,2.422
1327.885,1.936
1327.895,1.548
1327.905,1.436
1327.915,1.526
1327.925,1.598
1327.935,1.595
1327.945,1.55
1327.955,1.666
1327.965,1.926
1327.975,2.089
1327.985,2.156
1327.995,2.207
1328.005,2.299
1328.015,2.366
1328.025,2.366
1328.035,2.31
1328.045,2.225
1328.055,2.059
1328.065,1.773
1328.075,1.634
1328.085,1.681
1328.095,1.74
1328.105,1.7
1328.115,1.677
1328.125,1.691
1328.135,1.735
1328.145,1.798
1328.155,1.914
1328.165,2.214
1328.175,2.566
1328.185,2.68
1328.195,2.664
1328.205,2.635
1328.215,2.49
1328.235,2.352
1328.245,2.365
1328.255,2.485
1328.265,2.672
1328.275,3.031
1328.285,3.636
1328.295,4.532
1328.305,4.953
1328.315,4.906
1328.325,4.758
1328.335,4.488
1328.345,4.409
1328.355,4.654
1328.365,5.017
1328.375,5.492
1328.385,5.59
1328.395,5.31
1328.405,4.9
1328.415,4.465
1328.425,3.619
1328.435,2.781
1328.445,2.397
1328.455,2.405
1328.465,2.372
1328.475,2.455
1328.485,2.676
1328.495,2.896
1328.505,2.65
1328.515,2.289
1328.525,2.026
1328.535,1.712
1328.545,1.351
1328.555,1.021
1328.565,0.994
1328.575,1.165
1328.585,1.395
1328.595,1.702
1328.605,2.13
1328.615,2.449
1328.625,2.482
1328.635,2.402
1328.645,2.232
1328.655,2.2
1328.665,2.115
1328.675,2.051
1328.685,2.148
1328.695,2.435
1328.705,2.488
1328.715,2.224
1328.725,1.905
1328.735,1.665
1328.745,1.503
1328.755,1.4
1328.765,1.466
1328.775,1.704
1328.785,1.967
1328.795,2.133
1328.805,1.941
1328.815,1.711
1328.825,1.645
1328.835,1.552
1328.845,1.437
1328.855,1.409
1328.865,1.482
1328.875,1.616
1328.885,1.724
1328.895,1.681
1328.905,1.6
1328.915,1.553
1328.925,1.534
1328.935,1.589
1328.945,1.863
1328.955,2.42
1328.965,2.878
1328.975,3.145
1328.985,3.284
1328.995,3.352
1329.005,3.193
1329.015,2.909
1329.025,2.708
1329.035,2.555
1329.045,2.577
1329.055,2.627
1329.065,2.79
1329.075,3.327
1329.085,4.086
1329.095,4.722
1329.105,5.102
1329.115,5.534
1329.125,5.712
1329.135,5.517
1329.145,5.145
1329.155,4.94
1329.165,4.79
1329.175,4.624
1329.185,4.187
1329.195,3.88
1329.205,3.826
1329.215,3.556
1329.225,2.867
1329.235,2.128
1329.245,1.993
1329.255,2.229
1329.265,2.462
1329.275,2.759
1329.285,3.0
1329.295,3.44
1329.305,3.724
1329.315,3.828
1329.325,4.044
1329.335,4.138
1329.345,3.799
1329.355,3.282
1329.365,2.547
1329.375,1.987
1329.385,1.892
1329.395,2.063
1329.405,2.324
1329.415,2.513
1329.425,2.74
1329.435,2.77
1329.445,2.704
1329.455,2.704
1329.465,2.527
1329.475,2.052
1329.485,1.577
1329.495,1.201
1329.505,1.052
1329.515,1.019
1329.525,1.153
1329.535,1.238
1329.545,1.328
1329.555,1.614
1329.565,1.934
1329.575,2.137
1329.585,2.235
1329.595,2.19
1329.605,1.889
1329.615,1.697
1329.625,1.658
1329.645,1.794
1329.655,1.871
1329.665,1.926
1329.675,1.778
1329.685,1.613
1329.695,1.478
1329.705,1.478
1329.715,1.406
1329.725,1.352
1329.735,1.367
1329.745,1.538
1329.755,1.51
1329.765,1.348
1329.775,1.174
1329.785,1.039
1329.795,0.835
1329.805,0.671
1329.815,0.603
1329.825,0.599
1329.835,0.585
1329.845,0.556
1329.855,0.58
1329.865,0.645
1329.875,0.721
1329.885,0.842
1329.895,1.141
1329.905,1.479
1329.915,1.707
1329.925,1.809
1329.935,2.053
1329.945,2.318
1329.955,2.413
1329.965,2.191
1329.975,1.69
1329.985,1.25
1329.995,1.028
1330.005,0.904
1330.015,0.96
1330.025,1.161
1330.035,1.374
1330.045,1.613
1330.055,1.878
1330.065,2.035
1330.075,2.096
1330.085,1.896
1330.095,1.76
1330.105,1.758
1330.115,1.782
1330.125,1.638
1330.135,1.472
1330.145,1.289
1330.155,1.127
1330.165,0.996
1330.175,0.967
1330.185,1.057
1330.195,1.22
1330.205,1.482
1330.215,1.743
1330.225,1.992
1330.235,2.18
1330.245,2.223
1330.255,1.987
1330.265,1.673
1330.275,1.462
1330.285,1.434
1330.295,1.475
1330.305,1.611
1330.315,2.067
1330.325,2.594
1330.335,2.957
1330.345,3.264
1330.355,3.621
1330.365,3.677
1330.375,3.177
1330.385,2.565
1330.395,2.188
1330.405,1.699
1330.415,1.211
1330.425,0.916
1330.435,0.798
1330.445,0.687
1330.455,0.634
1330.465,0.693
1330.475,0.882
1330.485,1.235
1330.495,1.578
1330.505,1.897
1330.515,2.315
1330.525,2.796
1330.535,2.906
1330.545,2.889
1330.555,2.674
1330.565,2.285
1330.575,1.981
1330.585,1.608
1330.595,1.43
1330.605,1.561
1330.615,1.801
1330.625,2.061
1330.635,2.459
1330.645,3.026
1330.655,3.85
1330.665,4.55
1330.675,5.294
1330.685,5.847
1330.695,5.583
1330.705,4.709
1330.715,4.214
1330.725,3.935
1330.735,3.537
1330.745,2.855
1330.755,2.557
1330.765,2.579
1330.775,2.661
1330.785,2.752
1330.795,3.161
1330.805,3.565
1330.815,3.582
1330.825,3.169
1330.835,2.579
1330.845,2.101
1330.855,1.678
1330.865,1.348
1330.875,1.272
1330.885,1.414
1330.895,1.496
1330.905,1.448
1330.915,1.485
1330.925,1.657
1330.935,1.951
1330.945,2.319
1330.955,2.759
1330.965,3.368
1330.975,3.607
1330.985,3.152
1330.995,2.511
1331.005,1.889
1331.015,1.498
1331.025,1.311
1331.035,1.197
1331.045,1.352
1331.055,1.631
1331.065,2.02
1331.075,2.976
1331.085,4.246
1331.095,5.167
1331.105,5.422
1331.115,5.443
1331.125,5.353
1331.135,4.991
1331.145,4.703
1331.155,4.419
1331.165,4.24
1331.175,3.791
1331.185,3.198
1331.195,2.612
1331.205,1.957
1331.215,1.551
1331.225,1.413
1331.235,1.452
1331.245,1.612
1331.255,1.76
1331.265,1.824
1331.275,1.914
1331.285,2.044
1331.295,2.015
1331.305,1.849
1331.315,1.767
1331.325,1.728
1331.335,1.608
1331.345,1.441
1331.355,1.513
1331.365,1.766
1331.375,2.032
1331.385,2.191
1331.395,2.594
1331.405,3.6
1331.415,4.88
1331.425,5.636
1331.435,5.995
1331.445,6.019
1331.455,5.878
1331.465,5.181
1331.475,3.976
1331.485,2.245
1331.495,1.102
1331.505,0.723
1331.515,0.615
1331.525,0.593
1331.535,0.689
1331.545,0.805
1331.555,0.969
1331.565,1.243
1331.575,1.62
1331.585,1.834
1331.595,1.929
1331.605,1.969
1331.615,1.966
1331.625,1.888
1331.635,1.881
1331.645,2.003
1331.655,2.005
1331.665,1.712
1331.675,1.575
1331.685,1.503
1331.695,1.241
1331.705,1.099
1331.715,1.181
1331.725,1.287
1331.735,1.254
1331.745,1.321
1331.755,1.637
1331.765,1.949
1331.775,2.45
1331.785,3.192
1331.795,3.876
1331.805,4.024
1331.815,3.35
1331.825,2.484
1331.835,1.881
1331.845,1.45
1331.855,1.281
1331.865,1.138
1331.875,0.995
1331.885,0.927
1331.895,0.933
1331.905,1.114
1331.915,1.451
1331.925,1.782
1331.935,2.385
1331.945,3.277
1331.955,3.788
1331.965,4.061
1331.975,4.575
1331.985,4.836
1331.995,4.497
1332.005,4.013
1332.015,3.559
1332.025,2.957
1332.035,2.124
1332.045,1.848
1332.055,2.389
1332.065,3.123
1332.075,3.991
1332.085,5.02
1332.095,5.69
1332.105,5.534
1332.115,5.126
1332.125,4.78
1332.135,4.335
1332.145,3.475
1332.155,2.719
1332.165,2.402
1332.175,1.998
1332.185,1.503
1332.195,1.349
1332.205,1.388
1332.215,1.309
1332.225,1.231
1332.235,1.393
1332.245,1.75
1332.255,1.963
1332.265,2.362
1332.275,2.832
1332.285,3.088
1332.295,2.88
1332.305,2.425
1332.315,1.956
1332.325,1.77
1332.335,1.723
1332.345,1.955
1332.355,2.116
1332.365,2.201
1332.375,2.331
1332.385,2.527
1332.395,2.434
1332.405,2.389
1332.415,2.448
1332.425,2.459
1332.435,2.354
1332.445,2.309
1332.455,2.189
1332.465,1.792
1332.475,1.456
1332.485,1.414
1332.495,1.448
1332.505,1.451
1332.515,1.499
1332.525,1.673
1332.535,1.877
1332.545,1.913
1332.555,2.143
1332.565,2.393
1332.615,0.668
1332.625,0.648
1332.635,0.654
1332.645,0.695
1332.655,0.712
1332.665,0.754
1332.675,0.999
1332.685,1.209
1332.695,1.395
1332.705,1.79
1332.715,2.242
1332.725,2.493
1332.735,2.791
1332.745,2.909
1332.755,2.69
1332.765,2.247
1332.775,1.894
1332.785,1.672
1332.795,1.482
1332.805,1.315
1332.815,1.353
1332.825,1.574
1332.835,1.678
1332.845,1.645
1332.855,1.784
1332.865,2.203
1332.875,2.694
1332.885,3.268
1332.895,4.208
1332.905,5.11
1332.915,5.093
1332.925,4.27
1332.935,3.199
1332.945,2.468
1332.955,1.972
1332.965,1.845
1332.975,1.913
1332.985,1.923
1332.995,2.028
1333.005,2.135
1333.015,2.48
1333.025,2.979
1333.035,3.28
1333.045,3.447
1333.055,3.45
1333.065,3.164
1333.075,2.461
1333.085,1.553
1333.095,1.033
1333.105,0.793
1333.115,0.483
1333.135,0.371
1333.145,0.357
1333.155,0.398
1333.165,0.452
1333.175,0.515
1333.185,0.585
1333.195,0.772
1333.205,1.041
1333.215,1.46
1333.225,1.961
1333.235,2.472
1333.245,2.946
1333.255,3.254
1333.265,3.161
1333.275,3.038
1333.285,2.85
1333.295,2.392
1333.305,2.017
1333.315,1.969
1333.325,2.311
1333.335,2.695
1333.345,2.934
1333.355,3.397
1333.365,3.599
1333.375,2.98
1333.385,2.176
1333.395,1.667
1333.405,1.392
1333.415,1.194
1333.425,0.982
1333.435,0.874
1333.445,0.981
1333.455,1.224
1333.465,1.478
1333.475,1.907
1333.485,2.602
1333.495,3.267
1333.505,3.58
1333.515,3.604
1333.525,3.213
1333.535,2.93
1333.545,2.692
1333.555,2.511
1333.565,2.357
1333.575,2.223
1333.585,2.042
1333.595,2.063
1333.605,2.48
1333.615,2.94
1333.625,3.671
1333.635,4.708
1333.645,5.678
1333.655,5.881
1333.665,5.52
1333.675,5.141
1333.685,4.672
1333.695,3.845
1333.705,3.09
1333.715,2.404
1333.725,1.587
1333.735,1.038
1333.745,0.829
1333.755,0.747
1333.765,0.705
1333.775,0.713
1333.785,0.784
1333.795,0.979
1333.805,1.299
1333.815,1.578
1333.825,1.967
1333.835,2.383
1333.845,2.419
1333.855,2.094
1333.865,1.764
1333.875,1.606
1333.885,1.481
1333.895,1.365
1333.905,1.271
1333.915,1.159
1333.925,0.989
1333.935,0.801
1333.945,0.654
1333.955,0.535
1333.965,0.474
1333.975,0.525
1333.985,0.669
1333.995,0.981
1334.005,1.303
1334.015,1.549
1334.025,1.752
1334.035,1.917
