Depth,BC
1317.955,0.116
1317.965,0.134
1317.975,0.137
1317.985,0.092
1317.995,0.044
1318.005,0.054
1318.015,0.053
1318.025,0.066
1318.035,0.065
1318.045,0.095
1318.055,0.09
1318.065,0.104
1318.075,0.149
1318.085,0.186
1318.095,0.201
1318.105,0.175
1318.115,0.149
1318.125,0.089
1318.135,0.068
1318.145,0.05
1318.155,0.045
1318.165,0.041
1318.175,0.041
1318.185,0.09
1318.195,0.074
1318.205,0.076
1318.215,0.109
1318.225,0.115
1318.235,0.144
1318.245,0.2
1318.255,0.22
1318.265,0.272
1318.275,0.243
1318.285,0.207
1318.295,0.124
1318.305,0.1
1318.315,0.112
1318.325,0.125
1318.335,0.151
1318.345,0.193
1318.355,0.194
1318.365,0.192
1318.375,0.188
1318.385,0.26
1318.395,0.348
1318.405,0.397
1318.415,0.451
1318.425,0.466
1318.435,0.369
1318.445,0.264
1318.455,0.137
1318.465,0.095
1318.475,0.053
1318.485,0.045
1318.495,0.055
1318.505,0.083
1318.515,0.097
1318.525,0.109
1318.535,0.108
1318.545,0.116
1318.555,0.115
1318.565,0.12
1318.575,0.121
1318.585,0.13
1318.595,0.096
1318.605,0.104
1318.615,0.073
1318.625,0.05
1318.635,0.05
1318.645,0.056
1318.655,0.066
1318.665,0.089
1318.675,0.069
1318.685,0.108
1318.695,0.14
1318.705,0.174
1318.715,0.254
1318.725,0.27
1318.735,0.297
1318.745,0.242
1318.755,0.235
1318.765,0.211
1318.775,0.24
1318.785,0.316
1318.795,0.513
1318.805,0.669
1318.815,0.99
1318.825,1.127
1318.835,0.914
1318.845,0.553
1318.855,0.252
1318.865,0.133
1318.875,0.07
1318.885,0.076
1318.895,0.076
1318.905,0.074
1318.915,0.087
1318.925,0.111
1318.935,0.118
1318.945,0.148
1318.955,0.183
1318.965,0.223
1318.975,0.186
1318.985,0.151
1318.995,0.139
1319.005,0.159
1319.015,0.158
1319.025,0.228
1319.035,0.326
1319.045,0.433
1319.055,0.46
1319.065,0.438
1319.075,0.376
1319.085,0.221
1319.095,0.185
1319.105,0.13
1319.115,0.1
1319.125,0.074
1319.135,0.084
1319.145,0.093
1319.155,0.154
1319.165,0.148
1319.175,0.136
1319.185,0.192
1319.195,0.191
1319.205,0.188
1319.215,0.238
1319.225,0.252
1319.235,0.255
1319.245,0.206
1319.255,0.134
1319.265,0.114
1319.275,0.125
1319.285,0.13
1319.295,0.171
1319.305,0.187
1319.315,0.258
1319.325,0.298
1319.335,0.299
1319.345,0.267
1319.355,0.185
1319.365,0.124
1319.375,0.079
1319.385,0.059
1319.395,0.062
1319.405,0.057
1319.415,0.048
1319.425,0.052
1319.435,0.044
1319.445,0.056
1319.455,0.067
1319.465,0.075
1319.475,0.08
1319.485,0.115
1319.495,0.13
1319.505,0.153
1319.515,0.181
1319.525,0.247
1319.535,0.339
1319.545,0.335
1319.555,0.301
1319.565,0.254
1319.575,0.168
1319.585,0.117
1319.595,0.08
1319.605,0.048
1319.615,0.053
1319.625,0.048
1319.635,0.045
1319.645,0.076
1319.655,0.078
1319.665,0.079
1319.675,0.127
1319.685,0.161
1319.695,0.191
1319.705,0.276
1319.715,0.333
1319.725,0.353
1319.735,0.257
1319.745,0.186
1319.755,0.128
1319.765,0.093
1319.775,0.062
1319.785,0.045
1319.795,0.062
1319.805,0.057
1319.815,0.076
1319.825,0.096
1319.835,0.084
1319.845,0.133
1319.855,0.157
1319.865,0.229
1319.875,0.251
1319.885,0.237
1319.895,0.195
1319.905,0.136
1319.915,0.107
1319.925,0.081
1319.935,0.076
1319.945,0.074
1319.955,0.1
1319.965,0.161
1319.975,0.178
1319.985,0.251
1319.995,0.268
1320.005,0.312
1320.015,0.348
1320.025,0.249
1320.035,0.138
1320.045,0.104
1320.055,0.073
1320.065,0.057
1320.075,0.052
1320.085,0.055
1320.095,0.083
1320.105,0.1
1320.115,0.124
1320.125,0.133
1320.135,0.154
1320.145,0.179
1320.155,0.184
1320.165,0.138
1320.175,0.128
1320.185,0.121
1320.195,0.094
1320.205,0.084
1320.215,0.109
1320.225,0.103
1320.235,0.12
1320.245,0.237
1320.255,0.251
1320.265,0.286
1320.275,0.27
1320.285,0.254
1320.295,0.155
1320.305,0.098
1320.315,0.052
1320.325,0.049
1320.335,0.054
1320.345,0.069
1320.355,0.089
1320.365,0.142
1320.375,0.139
1320.385,0.153
1320.395,0.195
1320.405,0.248
1320.415,0.309
1320.425,0.358
1320.435,0.345
1320.445,0.323
1320.455,0.151
1320.465,0.104
1320.475,0.094
1320.485,0.085
1320.495,0.054
1320.505,0.078
1320.515,0.105
1320.525,0.173
1320.535,0.178
1320.545,0.195
1320.555,0.239
1320.565,0.238
1320.575,0.222
1320.585,0.184
1320.595,0.143
1320.605,0.109
1320.615,0.074
1320.625,0.09
1320.635,0.101
1320.645,0.078
1320.655,0.063
1320.705,0.065
1320.715,0.076
1320.725,0.074
1320.735,0.089
1320.745,0.106
1320.755,0.082
1320.765,0.08
1320.775,0.061
1320.785,0.05
1320.795,0.045
1320.805,0.062
1320.815,0.074
1320.825,0.11
1320.835,0.117
1320.845,0.124
1320.855,0.128
1320.865,0.16
1320.875,0.172
1320.885,0.201
1320.895,0.176
1320.905,0.173
1320.915,0.166
1320.925,0.156
1320.935,0.122
1320.945,0.124
1320.955,0.138
1320.965,0.142
1320.975,0.189
1320.985,0.249
1320.995,0.297
1321.005,0.364
1321.015,0.468
1321.025,0.516
1321.035,0.532
1321.045,0.379
1321.055,0.228
1321.065,0.109
1321.075,0.066
1321.085,0.047
1321.095,0.071
1321.105,0.113
1321.115,0.114
1321.125,0.135
1321.135,0.144
1321.145,0.195
1321.155,0.305
1321.165,0.374
1321.175,0.499
1321.185,0.579
1321.195,0.607
1321.205,0.475
1321.215,0.332
1321.225,0.203
1321.235,0.091
1321.245,0.046
1321.255,0.05
1321.265,0.056
1321.275,0.08
1321.285,0.094
1321.295,0.109
1321.305,0.148
1321.315,0.174
1321.325,0.211
1321.335,0.161
1321.345,0.127
1321.355,0.067
1321.365,0.044
1321.375,0.053
1321.385,0.045
1321.395,0.043
1321.405,0.069
1321.415,0.061
1321.425,0.085
1321.435,0.121
1321.445,0.139
1321.455,0.207
1321.465,0.245
1321.475,0.36
1321.485,0.36
1321.495,0.352
1321.505,0.273
1321.515,0.171
1321.525,0.088
1321.535,0.091
1321.545,0.046
1321.555,0.039
1321.565,0.038
1321.575,0.053
1321.585,0.071
1321.595,0.079
1321.605,0.104
1321.615,0.155
1321.625,0.162
1321.635,0.166
1321.645,0.122
1321.655,0.086
1321.665,0.041
1321.675,0.024
1321.685,0.02
1321.695,0.029
1321.705,0.027
1321.715,0.064
1321.725,0.067
1321.735,0.059
1321.745,0.086
1321.755,0.092
1321.765,0.088
1321.775,0.123
1321.785,0.148
1321.795,0.166
1321.805,0.164
1321.815,0.139
1321.825,0.108
1321.835,0.096
1321.845,0.083
1321.855,0.063
1321.865,0.065
1321.875,0.057
1321.885,0.047
1321.895,0.067
1321.905,0.065
1321.915,0.049
1321.925,0.035
1321.935,0.046
1321.945,0.051
1321.955,0.062
1321.965,0.063
1321.975,0.058
1321.985,0.062
1321.995,0.057
1322.005,0.07
1322.015,0.077
1322.025,0.108
1322.035,0.113
1322.045,0.119
1322.055,0.189
1322.065,0.227
1322.075,0.299
1322.085,0.411
1322.095,0.519
1322.105,0.385
1322.115,0.2
1322.125,0.187
1322.135,0.109
1322.145,0.092
1322.155,0.083
1322.165,0.063
1322.175,0.082
1322.185,0.103
1322.195,0.105
1322.205,0.165
1322.215,0.215
1322.225,0.298
1322.235,0.281
1322.245,0.29
1322.255,0.296
1322.265,0.2
1322.275,0.138
1322.285,0.088
1322.295,0.06
1322.305,0.043
1322.315,0.042
1322.325,0.048
1322.335,0.041
1322.345,0.08
1322.355,0.072
1322.365,0.103
1322.375,0.137
1322.385,0.138
1322.395,0.139
1322.405,0.116
1322.415,0.146
1322.425,0.102
1322.435,0.066
1322.445,0.065
1322.455,0.057
1322.465,0.066
1322.475,0.082
1322.485,0.115
1322.495,0.131
1322.505,0.183
1322.515,0.218
1322.525,0.232
1322.535,0.234
1322.545,0.129
1322.555,0.05
1322.565,0.052
1322.575,0.045
1322.585,0.069
1322.595,0.076
1322.605,0.098
1322.615,0.125
1322.625,0.149
1322.635,0.144
1322.645,0.163
1322.655,0.127
1322.665,0.118
1322.675,0.097
1322.705,0.072
1322.715,0.094
1322.725,0.08
1322.735,0.064
1322.745,0.047
1322.755,0.054
1322.765,0.056
1322.775,0.066
1322.785,0.071
1322.795,0.088
1322.805,0.107
1322.815,0.158
1322.825,0.187
1322.835,0.223
1322.845,0.326
1322.855,0.386
1322.865,0.476
1322.875,0.523
1322.885,0.504
1322.895,0.511
1322.905,0.393
1322.915,0.267
1322.925,0.275
1322.935,0.197
1322.945,0.167
1322.955,0.099
1322.965,0.061
1322.975,0.043
1322.985,0.054
1322.995,0.074
1323.005,0.11
1323.015,0.098
1323.025,0.141
1323.035,0.193
1323.045,0.232
1323.055,0.278
1323.065,0.291
1323.075,0.274
1323.085,0.22
1323.095,0.13
1323.105,0.084
1323.155,0.095
1323.165,0.132
1323.175,0.152
1323.185,0.174
1323.195,0.19
1323.205,0.256
1323.215,0.357
1323.225,0.351
1323.235,0.324
1323.245,0.236
1323.255,0.131
1323.265,0.059
1323.275,0.036
1323.285,0.046
1323.295,0.064
1323.305,0.12
1323.315,0.126
1323.325,0.138
1323.335,0.19
1323.345,0.223
1323.355,0.206
1323.365,0.218
1323.375,0.214
1323.385,0.157
1323.395,0.114
1323.405,0.093
1323.415,0.044
1323.425,0.036
1323.435,0.035
1323.445,0.047
1323.455,0.053
1323.465,0.059
1323.475,0.055
1323.485,0.088
1323.495,0.105
1323.505,0.104
1323.515,0.146
1323.525,0.193
1323.535,0.226
1323.545,0.257
1323.555,0.317
1323.565,0.353
1323.575,0.229
1323.585,0.134
1323.595,0.065
1323.605,0.04
1323.615,0.049
1323.625,0.048
1323.635,0.052
1323.645,0.057
1323.655,0.062
1323.665,0.085
1323.675,0.117
1323.685,0.16
1323.695,0.218
1323.705,0.247
1323.715,0.263
1323.725,0.265
1323.735,0.248
1323.745,0.165
1323.755,0.075
1323.765,0.086
1323.775,0.09
1323.785,0.131
1323.795,0.137
1323.805,0.17
1323.815,0.23
1323.825,0.284
1323.835,0.384
1323.845,0.495
1323.855,0.643
1323.865,0.645
1323.875,0.499
1323.885,0.378
1323.895,0.283
1323.905,0.239
1323.915,0.187
1323.925,0.159
1323.935,0.097
1323.945,0.096
1323.955,0.125
1323.965,0.163
1323.975,0.241
1323.985,0.267
1323.995,0.259
1324.005,0.24
1324.015,0.118
1324.025,0.077
1324.035,0.077
1324.045,0.082
1324.055,0.084
1324.065,0.091
1324.075,0.12
1324.085,0.21
1324.095,0.218
1324.105,0.271
1324.115,0.32
1324.125,0.285
1324.135,0.262
1324.145,0.21
1324.155,0.158
1324.165,0.109
1324.175,0.104
1324.185,0.114
1324.195,0.126
1324.205,0.218
1324.215,0.245
1324.225,0.287
1324.235,0.281
1324.245,0.336
1324.255,0.347
1324.265,0.366
1324.275,0.339
1324.285,0.221
1324.295,0.15
1324.305,0.115
1324.315,0.102
1324.325,0.09
1324.335,0.073
1324.345,0.065
1324.355,0.08
1324.365,0.082
1324.375,0.072
1324.385,0.104
1324.395,0.122
1324.405,0.118
1324.415,0.214
1324.425,0.221
1324.435,0.282
1324.445,0.297
1324.455,0.292
1324.465,0.189
1324.475,0.126
1324.485,0.065
1324.495,0.076
1324.505,0.081
1324.515,0.092
1324.525,0.103
1324.535,0.147
1324.545,0.219
1324.555,0.245
1324.565,0.322
1324.575,0.385
1324.585,0.325
1324.595,0.282
1324.605,0.164
1324.615,0.121
1324.625,0.138
1324.635,0.192
1325.645,0.214
1325.655,0.232
1325.665,0.229
1325.675,0.219
1325.685,0.174
1325.695,0.117
1325.705,0.083
1325.715,0.055
1325.725,0.07
1325.735,0.068
1325.745,0.072
1325.755,0.106
1325.765,0.127
1325.775,0.156
1325.785,0.222
1325.795,0.271
1325.805,0.268
1325.815,0.245
1325.825,0.243
1325.835,0.193
1325.845,0.16
1325.855,0.141
1325.865,0.127
1325.875,0.138
1325.885,0.164
1325.895,0.196
1325.905,0.212
1325.915,0.308
1325.925,0.344
1325.935,0.407
1325.945,0.308
1325.955,0.23
1325.965,0.141
1325.975,0.145
1325.985,0.12
1325.995,0.115
1326.005,0.116
1326.015,0.161
1326.025,0.171
1326.035,0.225
1326.045,0.301
1326.055,0.385
1326.065,0.506
1326.075,0.512
1326.085,0.56
1326.095,0.399
1326.105,0.211
1326.115,0.179
1326.125,0.139
1326.135,0.136
1326.145,0.106
1326.155,0.064
1326.165,0.059
1326.175,0.043
1326.185,0.06
1326.195,0.069
1326.205,0.071
1326.215,0.094
1326.225,0.126
1326.235,0.141
1326.245,0.158
1326.255,0.193
1326.265,0.27
1326.275,0.293
1326.285,0.209
1326.295,0.136
1326.305,0.094
1326.315,0.039
1326.325,0.02
1326.335,0.013
1326.345,0.024
1326.355,0.023
1326.365,0.033
1326.375,0.046
1326.385,0.053
1326.395,0.072
1326.405,0.083
1326.415,0.097
1326.425,0.115
1326.435,0.102
1326.445,0.164
1326.455,0.2
1326.465,0.22
1326.475,0.222
1326.485,0.16
1326.495,0.077
1326.505,0.068
1326.515,0.047
1326.525,0.041
1326.535,0.046
1326.545,0.07
1326.555,0.075
1326.565,0.083
1326.575,0.088
1326.585,0.115
1326.595,0.132
1326.605,0.188
1326.665,0.19
1326.675,0.138
1326.685,0.11
1326.695,0.051
1326.705,0.043
1326.715,0.048
1326.725,0.083
1326.735,0.089
1326.745,0.094
1326.755,0.089
1326.765,0.08
1326.775,0.092
1326.785,0.092
1326.795,0.155
1326.805,0.151
1326.815,0.224
1326.825,0.243
1326.835,0.231
1326.845,0.2
1326.855,0.107
1326.865,0.09
1326.875,0.08
1326.885,0.072
1326.895,0.085
1326.905,0.082
1326.915,0.122
1326.925,0.14
1326.935,0.199
1326.945,0.236
1326.955,0.257
1326.965,0.325
1326.975,0.342
1326.985,0.369
1326.995,0.357
1327.005,0.327
1327.015,0.192
1327.025,0.095
1327.035,0.062
1327.045,0.085
1327.055,0.078
1327.065,0.113
1327.075,0.154
1327.085,0.21
1327.095,0.29
1327.105,0.301
1327.115,0.321
1327.125,0.348
1327.135,0.306
1327.145,0.238
1327.155,0.181
1327.165,0.097
1327.175,0.044
1327.185,0.032
1327.195,0.034
1327.205,0.05
1327.215,0.062
1327.225,0.095
1327.235,0.144
1327.245,0.155
1327.255,0.179
1327.265,0.251
1327.275,0.3
1327.285,0.319
1327.295,0.32
1327.305,0.264
1327.315,0.149
1327.325,0.097
1327.605,0.047
1327.615,0.059
1327.625,0.043
1327.635,0.044
1327.645,0.024
1327.655,0.039
1327.665,0.042
1327.675,0.059
1327.685,0.065
1327.695,0.08
1327.705,0.089
1327.715,0.136
1327.725,0.145
1327.735,0.155
1327.745,0.153
1327.755,0.115
1327.765,0.078
1327.775,0.073
1327.785,0.078
1327.795,0.094
1327.805,0.128
1327.815,0.139
1327.825,0.118
1327.835,0.103
1327.845,0.122
1327.855,0.161
1327.865,0.16
1327.875,0.161
1327.885,0.178
1327.895,0.157
1327.905,0.127
1327.915,0.1
1327.925,0.113
1327.935,0.137
1327.945,0.172
1327.955,0.188
1327.965,0.211
1327.975,0.219
1327.985,0.2
1327.995,0.211
1328.005,0.251
1328.015,0.41
1328.025,0.383
1328.035,0.375
1328.045,0.422
1328.055,0.331
1328.065,0.298
1328.075,0.19
1328.085,0.106
1328.095,0.048
1328.105,0.043
1328.115,0.061
1328.125,0.052
1328.135,0.075
1328.145,0.091
1328.155,0.115
1328.165,0.152
1328.175,0.197
1328.185,0.194
1328.195,0.2
1328.205,0.179
1328.215,0.115
1328.225,0.08
1328.235,0.087
1328.245,0.063
1328.255,0.125
1328.265,0.168
1328.275,0.144
1328.285,0.193
1328.295,0.206
1328.305,0.242
1328.315,0.227
1328.325,0.223
1328.335,0.191
1328.345,0.168
1328.355,0.113
1328.365,0.089
1328.375,0.087
1328.385,0.076
1328.395,0.059
1328.405,0.051
1328.415,0.053
1328.425,0.052
1328.435,0.062
1328.445,0.079
1328.455,0.116
1328.465,0.127
1328.475,0.174
1328.485,0.158
1328.495,0.135
1328.505,0.123
1328.515,0.102
1328.525,0.109
1328.535,0.116
1328.545,0.161
1328.555,0.169
1328.565,0.231
1328.575,0.296
1328.585,0.405
1328.595,0.444
1328.605,0.454
1328.615,0.403
1328.625,0.303
1328.635,0.277
1328.645,0.251
1328.655,0.221
1328.665,0.203
1328.675,0.132
1328.685,0.084
1328.695,0.058
1328.705,0.054
1328.715,0.054
1328.725,0.058
1328.735,0.068
1328.745,0.085
1328.755,0.124
1328.765,0.135
1328.775,0.188
1328.785,0.212
1328.795,0.277
1328.805,0.267
1328.815,0.209
1328.825,0.103
1328.835,0.093
1328.845,0.083
1328.855,0.091
1328.865,0.106
1328.875,0.108
1328.885,0.117
1328.895,0.119
1328.905,0.156
1328.915,0.158
1328.925,0.205
1328.935,0.272
1328.945,0.398
1328.955,0.445
1328.965,0.48
1328.975,0.464
1328.985,0.575
1328.995,0.514
1329.005,0.228
1329.015,0.139
1329.025,0.079
1329.035,0.085
1329.045,0.092
1329.055,0.118
1329.065,0.162
1329.075,0.21
1329.085,0.239
1329.095,0.24
1329.105,0.305
1329.115,0.408
1329.125,0.452
1329.135,0.441
1329.145,0.43
1329.155,0.374
1329.165,0.274
1329.175,0.193
1329.185,0.186
1329.195,0.148
1329.205,0.165
1329.215,0.2
1329.225,0.2
1329.235,0.271
1329.245,0.362
1329.255,0.47
1329.265,0.541
1329.275,0.759
1329.285,0.938
1329.295,1.096
1329.305,1.005
1329.315,0.855
1329.325,0.473
1329.335,0.258
1329.345,0.124
1329.355,0.113
1329.365,0.086
1329.375,0.088
1329.385,0.086
1329.395,0.125
1329.405,0.162
1329.415,0.174
1329.425,0.201
1329.435,0.203
1329.445,0.227
1329.455,0.207
1329.465,0.226
1329.475,0.212
1329.485,0.215
1329.495,0.247
1329.505,0.344
1329.515,0.446
1329.525,0.699
1329.535,0.748
1329.545,1.027
1329.555,1.005
1329.565,0.79
1329.575,0.463
1329.585,0.374
1329.595,0.415
1329.605,0.412
1329.615,0.376
1329.625,0.327
1329.635,0.253
1329.645,0.142
1329.655,0.083
1329.665,0.073
1329.675,0.066
1329.685,0.068
1329.695,0.079
1329.705,0.13
1329.715,0.143
1329.725,0.146
1329.735,0.188
1329.745,0.281
1329.755,0.317
1329.765,0.34
1329.775,0.356
1329.785,0.345
1329.795,0.284
1329.805,0.126
1329.815,0.06
1329.825,0.058
1329.835,0.062
1329.845,0.086
1329.855,0.086
1329.865,0.094
1329.875,0.087
1329.885,0.096
1329.895,0.117
1329.905,0.145
1329.915,0.155
1329.925,0.196
1329.935,0.219
1329.945,0.243
1329.955,0.166
1329.965,0.132
1329.975,0.074
1329.985,0.053
1329.995,0.068
1330.005,0.104
1330.015,0.104
1330.025,0.149
1330.035,0.151
1330.045,0.156
1330.055,0.208
1330.065,0.236
1330.075,0.267
1330.085,0.21
1330.095,0.138
1330.105,0.071
1330.115,0.054
1330.125,0.05
1330.135,0.041
1330.145,0.047
1330.155,0.049
1330.165,0.05
1330.175,0.069
1330.185,0.075
1330.195,0.1
1330.205,0.105
1330.215,0.122
1330.225,0.135
1330.235,0.152
1330.245,0.13
1330.255,0.043
1330.265,0.05
1330.275,0.046
1330.285,0.049
1330.295,0.057
1330.305,0.055
1330.315,0.068
1330.325,0.071
1330.335,0.102
1330.345,0.124
1330.355,0.162
1330.365,0.178
1330.375,0.193
1330.385,0.205
1330.395,0.21
1330.405,0.165
1330.415,0.073
1330.425,0.06
1330.435,0.061
1330.445,0.069
1330.455,0.085
1330.465,0.094
1330.475,0.116
1330.485,0.136
1330.495,0.156
1330.505,0.181
1330.515,0.227
1330.525,0.289
1330.535,0.352
1330.545,0.35
1330.555,0.274
1330.565,0.189
1330.575,0.128
1330.585,0.139
1330.595,0.111
1330.605,0.107
1330.615,0.085
1330.625,0.084
1330.635,0.077
1330.645,0.093
1330.655,0.118
1330.665,0.13
1330.675,0.147
1330.685,0.166
1330.695,0.174
1330.705,0.145
1330.715,0.117
1330.725,0.11
1330.735,0.093
1330.745,0.078
1330.755,0.084
1330.765,0.106
1330.775,0.134
1330.785,0.15
1330.795,0.208
1330.805,0.258
1330.815,0.346
1330.825,0.352
1330.835,0.363
1330.845,0.248
1330.855,0.143
1330.865,0.09
1330.875,0.072
1330.885,0.063
1330.895,0.059
1330.905,0.079
1330.915,0.107
1330.925,0.117
1330.935,0.133
1330.945,0.191
1330.955,0.211
1330.965,0.25
1330.975,0.231
1330.985,0.16
1330.995,0.139
1331.005,0.116
1331.015,0.066
1331.025,0.047
1331.035,0.064
1331.045,0.066
1331.055,0.067
1331.065,0.081
1331.075,0.097
1331.085,0.144
1331.095,0.176
1331.105,0.151
1331.115,0.133
1331.125,0.117
1331.135,0.106
1331.145,0.071
1331.155,0.046
1331.165,0.047
1331.175,0.054
1331.185,0.082
1331.195,0.108
1331.205,0.13
1331.215,0.163
1331.225,0.16
1331.235,0.206
1331.245,0.288
1331.255,0.37
1331.265,0.366
1331.275,0.429
1331.285,0.463
1331.295,0.361
1331.305,0.181
1331.315,0.064
1331.325,0.058
1331.335,0.05
1331.345,0.049
1331.355,0.04
1331.365,0.039
1331.375,0.053
1331.385,0.096
1331.395,0.08
1331.405,0.077
1331.415,0.081
1331.425,0.09
1331.435,0.075
1331.445,0.063
1331.455,0.063
1331.465,0.071
1331.475,0.082
1331.485,0.082
1331.495,0.092
1331.505,0.098
1331.515,0.105
1331.525,0.138
1331.535,0.157
1331.545,0.199
1331.555,0.286
1331.565,0.31
1331.575,0.333
1331.585,0.372
1331.595,0.333
1331.605,0.287
1331.615,0.262
1331.625,0.235
1331.635,0.146
1331.645,0.123
1331.655,0.081
1331.665,0.074
1331.675,0.074
1331.685,0.069
1331.695,0.109
1331.705,0.124
1331.715,0.159
1331.725,0.199
1331.735,0.244
1331.745,0.212
1331.755,0.155
1331.765,0.152
1331.775,0.206
1331.785,0.24
1331.795,0.247
1331.805,0.196
1331.815,0.098
1331.825,0.032
1331.835,0.027
1331.845,0.024
1331.855,0.026
1331.865,0.027
1331.875,0.027
1331.885,0.031
1331.895,0.039
1331.905,0.05
1331.915,0.064
1331.925,0.083
1331.935,0.109
1331.945,0.147
1331.955,0.193
1331.965,0.273
1331.975,0.257
1331.985,0.223
1331.995,0.155
1332.005,0.091
1332.015,0.067
1332.025,0.06
1332.035,0.071
1332.045,0.083
1332.055,0.087
1332.065,0.114
1332.075,0.144
1332.085,0.15
1332.095,0.157
1332.105,0.128
1332.115,0.098
1332.125,0.094
1332.135,0.09
1332.145,0.08
1332.155,0.075
1332.165,0.078
1332.175,0.088
1332.185,0.139
1332.195,0.172
1332.205,0.179
1332.215,0.19
1332.225,0.263
1332.235,0.338
1332.245,0.487
1332.255,0.614
1332.265,0.621
1332.275,0.472
1332.285,0.262
1332.295,0.128
1332.305,0.062
1332.315,0.054
1332.325,0.051
1332.335,0.067
1332.345,0.071
1332.355,0.108
1332.365,0.14
1332.375,0.182
1332.385,0.214
1332.395,0.26
1332.405,0.291
1332.415,0.27
1332.425,0.223
1332.435,0.169
1332.445,0.127
1332.455,0.117
1332.465,0.084
1332.475,0.083
1332.485,0.107
1332.495,0.127
1332.505,0.15
1332.515,0.193
1332.525,0.306
1332.535,0.304
1332.545,0.246
1332.555,0.202
1332.565,0.121
1332.615,0.033
1332.625,0.034
1332.635,0.038
1332.645,0.057
1332.655,0.073
1332.665,0.083
1332.675,0.082
1332.685,0.086
1332.695,0.107
1332.705,0.128
1332.715,0.143
1332.725,0.178
1332.735,0.201
1332.745,0.184
1332.755,0.163
1332.765,0.096
1332.775,0.052
1332.785,0.035
1332.795,0.04
1332.805,0.065
1332.815,0.068
1332.825,0.073
1332.835,0.11
1332.845,0.135
1332.855,0.191
1332.865,0.231
1332.875,0.237
1332.885,0.22
1332.895,0.23
1332.905,0.288
1332.915,0.309
1332.925,0.273
1332.935,0.24
1332.945,0.128
1332.955,0.088
1332.965,0.06
1332.975,0.078
1332.985,0.084
1332.995,0.089
1333.005,0.092
1333.015,0.127
1333.025,0.142
1333.035,0.212
1333.045,0.214
1333.055,0.273
1333.065,0.33
1333.075,0.396
1333.085,0.395
1333.095,0.296
1333.105,0.255
1333.115,0.136
1333.125,0.097
1333.135,0.077
1333.145,0.088
1333.155,0.105
1333.165,0.136
1333.175,0.155
1333.185,0.192
1333.195,0.259
1333.205,0.381
1333.215,0.396
1333.225,0.558
1333.235,0.725
1333.245,0.892
1333.255,0.686
1333.265,0.44
1333.275,0.181
1333.285,0.102
1333.295,0.061
1333.305,0.045
1333.315,0.048
1333.325,0.066
1333.335,0.081
1333.345,0.107
1333.355,0.132
1333.365,0.117
1333.375,0.12
1333.385,0.068
1333.395,0.044
1333.405,0.037
1333.415,0.035
1333.425,0.042
1333.435,0.047
1333.445,0.098
1333.455,0.14
1333.465,0.101
1333.475,0.112
1333.485,0.161
1333.495,0.197
1333.505,0.229
1333.515,0.238
1333.525,0.218
1333.535,0.194
1333.545,0.173
1333.555,0.172
1333.565,0.16
1333.575,0.072
1333.585,0.071
1333.595,0.075
1333.605,0.091
1333.615,0.107
1333.625,0.126
1333.635,0.174
1333.645,0.217
1333.655,0.265
1333.665,0.26
1333.675,0.267
1333.685,0.282
1333.695,0.251
1333.705,0.193
1333.715,0.132
1333.725,0.07
1333.735,0.053
1333.745,0.057
1333.755,0.058
1333.765,0.068
1333.775,0.094
1333.785,0.086
1333.795,0.134
1333.805,0.165
1333.815,0.215
1333.825,0.216
1333.835,0.246
1333.845,0.224
1333.855,0.326
1333.865,0.286
1333.875,0.261
1333.885,0.171
1333.895,0.085
1333.905,0.085
1333.915,0.075
1333.925,0.079
1333.935,0.102
1333.945,0.173
1333.955,0.21
1333.965,0.222
1333.975,0.277
1333.985,0.316
1333.995,0.445
1334.005,0.43
1334.015,0.41
1334.025,0.384
1334.035,0.421
1334.045,0.388
1334.055,0.442
1334.065,0.508
1334.075,0.489
1334.085,0.463
1334.095,0.442
1334.105,0.25
1334.115,0.097
