Depth_m,BC
29.756,-0.406
29.771,-0.383
29.787,-0.301
29.802,-0.159
29.817,0.118
29.832,0.298
29.847,0.245
29.862,-0.107
29.878,-0.129
29.893,-0.286
29.908,-0.368
29.923,-0.637
29.938,-0.479
29.953,-0.178
29.968,-0.072
29.984,0.214
29.999,0.478
30.014,0.314
30.029,0.36
30.044,0.519
30.059,0.745
30.074,0.611
30.089,0.745
30.105,0.164
30.12,-0.359
30.135,-0.461
30.15,-0.63
30.165,-0.775
30.18,-0.7
30.195,-0.549
30.211,-0.563
30.226,-0.532
30.241,-0.478
30.256,-0.31
30.271,-0.081
30.286,0.052
30.301,0.431
30.316,1.223
30.331,1.122
30.346,-0.126
30.361,-0.131
30.377,-0.154
30.392,-0.237
30.407,-0.41
30.422,-0.598
30.437,-0.703
30.452,-0.71
30.467,-0.717
30.482,-0.747
30.497,-0.724
30.512,-0.686
30.527,-0.7
30.543,-0.751
30.558,-0.706
30.573,-0.72
30.588,-0.636
30.603,-0.478
30.618,-0.297
30.633,-0.296
30.648,-0.191
30.663,-0.003
30.678,0.087
30.693,0.343
30.708,0.276
30.724,0.208
30.739,0.034
30.754,-0.357
30.769,-0.223
30.784,-0.276
30.799,-0.343
30.814,-0.283
30.829,-0.485
30.844,-0.597
30.859,-0.46
30.874,-0.204
30.889,-0.166
30.904,0.503
30.919,1.766
30.934,2.593
30.949,4.103
30.964,4.834
30.979,4.695
30.995,4.743
31.01,2.818
31.025,1.282
31.04,0.733
31.055,0.115
31.07,0.134
31.085,0.146
31.1,0.347
31.115,0.242
31.13,0.136
31.145,-0.112
31.16,-0.436
31.175,-0.481
31.19,-0.435
31.205,-0.456
31.22,-0.418
31.235,-0.424
31.25,-0.61
31.265,-0.654
31.28,-0.772
31.295,-0.771
31.31,-0.432
31.325,-0.079
31.34,1.309
31.355,1.234
31.37,1.767
31.385,2.832
31.4,3.079
31.415,3.206
31.445,-0.426
31.46,-0.608
31.475,-0.571
31.49,-0.639
31.505,-0.578
31.52,-0.593
31.535,-0.615
31.55,-0.599
31.565,-0.501
31.58,-0.485
31.595,-0.432
31.61,-0.371
31.625,-0.056
31.64,0.22
31.655,0.878
31.67,1.211
31.685,2.158
31.7,3.088
31.715,2.541
31.73,0.285
31.745,-0.281
31.76,-0.418
31.775,-0.636
31.79,-0.591
31.805,-0.606
31.82,-0.592
31.835,-0.562
31.85,-0.472
31.865,-0.599
31.88,-0.313
31.895,-0.08
31.91,0.138
31.924,-0.109
31.939,0.498
31.954,0.888
31.969,0.573
31.984,-0.373
31.999,-0.546
32.014,-0.539
32.029,-0.66
32.044,-0.699
32.059,-0.679
32.074,-0.644
32.089,-0.655
32.104,-0.602
32.119,-0.622
32.134,-0.505
32.149,-0.508
32.164,-0.392
32.178,-0.359
32.193,-0.313
32.208,0.018
32.223,0.206
32.238,0.244
32.253,0.057
32.268,-0.235
32.283,-0.393
32.298,-0.505
32.313,-0.588
32.328,-0.603
32.343,-0.648
32.358,-0.437
32.372,0.067
32.387,0.009
32.402,0.124
32.417,-0.268
32.432,-0.347
32.447,-0.3
32.462,-0.07
32.477,0.372
32.492,0.297
32.507,0.5
32.522,0.605
32.536,0.56
32.551,0.156
32.566,-0.278
32.581,-0.315
32.596,-0.472
32.611,-0.666
32.626,-0.634
32.641,-0.593
32.656,-0.605
32.67,-0.49
32.685,0.411
32.7,0.404
32.715,1.37
32.73,1.841
32.745,0.346
32.76,-0.271
32.775,-0.227
32.789,-0.048
32.804,0.139
32.819,0.357
32.834,0.439
32.849,0.514
32.864,0.566
32.879,0.235
32.894,-0.388
32.908,-0.577
32.923,-0.562
32.938,-0.563
32.953,-0.573
32.968,-0.553
32.983,-0.511
32.998,-0.524
33.013,-0.341
33.027,-0.084
33.042,0.182
33.057,0.403
33.072,0.331
33.087,0.821
33.102,0.885
33.116,1.308
33.131,1.483
33.146,0.661
33.161,-0.542
33.176,-0.678
33.191,-0.709
33.205,-0.723
33.22,-0.722
33.235,-0.646
33.25,-0.667
33.265,-0.538
33.28,-0.419
33.294,-0.314
33.309,0.107
33.324,0.258
33.339,1.22
33.354,1.319
33.369,1.606
33.383,0.309
33.398,0.055
33.413,-0.372
33.428,-0.649
33.443,-0.627
33.458,-0.574
33.472,-0.551
33.487,-0.334
33.502,-0.297
33.517,-0.297
33.532,-0.298
33.546,-0.298
33.561,-0.209
33.576,-0.299
33.591,-0.291
33.606,-0.448
33.62,-0.666
33.635,-0.748
33.65,-0.695
33.665,-0.716
33.68,-0.745
33.694,-0.685
33.709,-0.7
33.724,-0.676
33.739,-0.667
33.753,-0.545
33.768,-0.415
33.783,-0.429
33.798,-0.464
33.813,-0.425
33.827,-0.468
33.842,0.187
33.857,1.891
33.872,2.425
33.886,2.056
33.901,2.054
33.916,1.1
33.931,-0.357
33.946,-0.389
33.96,-0.353
33.975,-0.556
33.99,-0.534
34.005,-0.593
34.019,-0.45
34.034,-0.321
34.049,0.13
34.064,-0.07
34.079,-0.007
34.093,0.042
34.108,0.094
34.123,0.08
34.138,0.035
34.152,-0.078
34.167,-0.356
34.182,-0.529
34.196,-0.576
34.211,-0.51
34.226,-0.564
34.241,-0.543
34.255,-0.514
34.403,-0.47
34.417,-0.515
34.432,-0.471
34.447,-0.494
34.462,-0.494
34.476,-0.367
34.491,-0.3
34.506,-0.15
34.521,-0.053
34.535,-0.016
34.55,-0.226
34.565,-0.405
34.579,-0.306
34.594,-0.072
34.609,-0.034
34.623,0.206
34.638,-0.148
34.653,-0.128
34.668,-0.587
34.682,-0.672
34.697,-0.682
34.712,-0.714
34.726,-0.692
34.741,-0.707
34.756,-0.617
34.77,-0.541
34.785,-0.539
34.8,-0.362
34.814,-0.109
34.829,0.035
34.844,-0.037
34.859,0.07
34.873,0.318
34.888,0.481
34.903,0.587
34.917,0.632
34.932,0.871
34.947,0.878
34.961,0.339
34.976,-0.101
34.991,-0.055
35.005,0.03
35.02,0.091
35.035,-0.044
35.049,-0.375
35.064,-0.563
35.079,-0.593
35.093,-0.609
35.108,-0.632
35.123,-0.557
35.137,-0.558
35.152,-0.575
35.167,-0.629
35.181,-0.622
35.196,-0.624
35.211,-0.532
35.225,-0.328
35.24,-0.259
35.255,-0.322
35.269,-0.106
35.284,0.26
35.299,0.433
35.313,0.231
35.328,-0.159
35.342,-0.467
35.357,-0.482
35.372,-0.541
35.386,-0.549
35.401,-0.481
35.416,-0.489
35.43,-0.385
35.445,-0.124
35.46,0.107
35.474,0.646
35.489,1.074
35.503,1.743
35.518,2.863
35.533,2.934
35.547,3.255
35.562,2.299
35.577,1.557
35.591,0.462
35.606,0.117
35.62,-0.07
35.635,-0.19
35.65,-0.13
35.664,-0.116
35.679,-0.176
35.693,-0.394
35.708,-0.462
35.723,-0.387
35.737,-0.477
35.752,-0.328
35.767,-0.39
35.781,-0.196
35.796,-0.106
35.81,-0.332
35.825,-0.109
35.839,0.212
35.854,0.053
35.869,0.285
35.883,1.14
35.898,1.469
35.912,2.002
35.927,0.795
35.942,-0.345
35.956,-0.518
35.971,-0.577
35.985,-0.599
36.0,-0.614
36.015,-0.606
36.029,-0.554
36.044,-0.515
36.058,-0.387
36.073,-0.363
36.087,-0.363
36.102,-0.333
36.117,-0.304
36.131,-0.208
36.146,-0.316
36.16,-0.237
36.175,-0.138
36.189,-0.265
36.204,-0.005
36.219,0.42
36.233,0.848
36.248,1.102
36.262,0.755
36.277,0.117
36.291,-0.281
36.306,-0.378
36.32,-0.541
36.335,-0.54
36.35,-0.545
36.364,-0.64
36.379,-0.684
36.393,-0.609
36.408,-0.586
36.422,-0.527
36.437,-0.32
36.451,-0.255
36.466,-0.161
36.48,-0.278
36.495,-0.132
36.51,-0.12
36.524,0.366
36.539,0.502
36.553,0.603
36.568,0.319
36.582,0.027
36.597,-0.363
36.611,-0.512
36.626,-0.6
36.64,-0.599
36.655,-0.552
36.669,-0.295
36.684,-0.294
36.698,-0.21
36.713,-0.107
36.727,-0.275
36.742,0.171
36.756,0.589
36.771,0.946
36.785,1.598
36.8,2.686
36.814,2.513
36.829,3.339
36.843,2.439
36.858,2.291
36.872,2.878
36.887,2.204
36.901,1.906
36.916,1.901
36.93,1.948
36.945,1.583
36.959,0.736
36.974,0.216
36.988,-0.085
37.003,-0.454
37.017,-0.552
37.032,-0.493
37.046,-0.545
37.061,-0.328
37.075,0.1
37.09,0.378
37.104,-0.11
37.119,-0.206
37.133,-0.122
37.148,-0.157
37.162,-0.282
37.177,-0.092
37.191,-0.512
37.206,-0.639
37.22,-0.639
37.235,-0.699
37.249,-0.692
37.264,-0.699
37.278,-0.324
37.292,-0.309
37.307,-0.167
37.321,-0.047
37.336,-0.099
37.35,-0.001
37.365,0.021
37.379,0.028
37.394,0.132
37.408,0.326
37.422,-0.013
37.451,-0.585
37.466,-0.663
37.48,-0.667
37.495,-0.695
37.509,-0.731
37.524,-0.719
37.538,-0.67
37.552,-0.717
37.567,-0.694
37.581,-0.678
37.596,-0.488
37.61,-0.557
37.625,-0.355
37.639,-0.393
37.654,-0.28
37.668,-0.179
37.682,0.111
37.697,0.272
37.711,0.163
37.726,0.271
37.74,0.067
37.755,0.165
37.769,-0.233
37.783,-0.549
37.798,-0.639
37.812,-0.73
37.827,-0.789
37.841,-0.737
37.856,-0.713
37.87,-0.577
37.884,-0.486
37.899,-0.328
37.913,-0.342
37.928,-0.289
37.942,-0.289
37.956,-0.304
37.971,-0.065
37.985,0.037
38.0,0.213
38.014,-0.026
38.028,-0.281
38.043,-0.36
38.057,-0.339
38.072,-0.468
38.086,-0.515
38.1,-0.66
38.115,-0.67
38.129,-0.672
38.144,-0.381
38.158,-0.201
38.172,-0.133
38.187,-0.102
38.201,-0.363
38.215,-0.43
38.23,-0.423
38.244,-0.408
38.259,-0.272
38.273,-0.061
38.287,0.405
38.302,0.577
38.316,0.622
38.33,0.749
38.345,0.785
38.359,0.393
38.374,-0.163
38.388,-0.63
38.402,-0.496
38.417,-0.55
38.431,-0.58
38.445,-0.581
38.46,-0.648
38.474,-0.543
38.488,-0.273
38.503,-0.154
38.517,0.296
38.531,0.22
38.546,0.385
38.56,0.743
38.574,0.448
38.589,0.264
38.603,-0.596
38.618,-0.759
38.632,-0.808
38.646,-0.832
38.661,-0.75
38.675,-0.676
38.689,-0.415
38.704,-0.479
38.718,-0.317
38.732,-0.365
38.747,-0.354
38.761,-0.364
38.775,-0.313
38.79,-0.388
38.804,-0.066
38.818,-0.088
38.833,0.565
38.847,0.152
38.861,0.46
38.876,0.678
38.89,0.364
38.904,0.064
38.918,-0.31
38.933,-0.796
38.947,-0.772
38.961,-0.801
38.976,-0.801
38.99,-0.825
39.004,-0.835
39.019,-0.825
39.033,-0.785
39.047,-0.648
39.062,-0.226
39.076,0.206
39.09,0.188
39.104,0.141
39.119,0.05
39.133,0.052
39.147,-0.049
39.162,0.077
39.176,0.114
39.19,0.031
39.205,-0.249
39.219,-0.515
39.233,-0.655
39.247,-0.729
39.262,-0.691
39.276,-0.714
39.29,-0.526
39.305,-0.489
39.319,-0.384
39.333,-0.446
39.347,-0.47
39.362,-0.163
39.376,0.18
39.39,0.704
39.404,0.973
39.419,1.032
39.433,0.618
39.447,0.625
39.462,0.071
39.476,-0.07
39.49,-0.437
39.504,-0.502
39.519,-0.649
39.533,-0.788
39.547,-0.873
39.561,-0.871
39.576,-0.87
39.59,-0.818
39.604,-0.803
39.618,-0.752
39.633,-0.634
39.647,-0.493
39.661,-0.435
39.676,-0.421
39.69,-0.438
39.704,-0.239
39.718,-0.294
39.732,-0.088
39.747,0.06
39.761,0.77
39.775,1.135
39.789,2.251
39.804,2.431
39.818,1.599
39.832,0.783
39.846,0.125
39.861,-0.157
39.875,0.417
39.889,0.015
39.903,-0.119
39.918,-0.328
39.932,-0.567
39.946,-0.642
39.96,-0.694
39.975,-0.633
39.989,-0.671
40.003,-0.603
40.017,-0.423
40.031,-0.31
40.046,0.471
40.06,0.727
40.074,0.908
40.088,1.381
40.102,1.45
40.117,1.466
40.131,1.407
40.145,0.629
40.159,-0.201
40.173,-0.573
40.188,-0.444
40.202,-0.69
40.216,-0.683
40.23,-0.699
40.244,-0.744
40.259,-0.527
40.273,-0.625
40.287,-0.354
40.301,-0.196
40.316,0.231
40.33,0.763
40.344,1.047
40.358,0.792
40.372,0.336
40.386,-0.374
40.401,-0.632
40.415,-0.611
40.429,-0.604
40.443,-0.551
40.457,-0.65
40.472,-0.585
40.486,-0.466
40.5,-0.38
40.514,-0.302
40.528,0.066
40.542,0.405
40.557,0.356
40.571,0.179
40.585,0.143
40.599,0.024
40.613,-0.576
40.627,-0.644
40.642,-0.698
40.656,-0.692
40.67,-0.508
40.684,-0.592
40.698,-0.564
40.712,-0.59
40.727,-0.346
40.741,-0.203
40.755,-0.008
40.769,0.106
40.783,0.309
40.797,-0.081
40.811,-0.478
40.826,-0.666
40.84,-0.69
40.854,-0.669
40.868,-0.514
40.882,-0.456
40.896,-0.406
40.91,-0.455
40.925,-0.42
40.939,-0.469
40.953,-0.283
40.967,0.017
40.981,0.002
40.995,0.086
41.009,0.02
41.024,0.133
41.038,0.658
41.052,1.226
41.066,1.569
41.08,2.524
41.094,4.29
41.108,4.841
41.122,7.626
41.137,10.624
41.151,13.947
41.165,9.274
41.179,0.039
41.193,-0.268
41.207,-0.283
41.221,-0.08
41.235,0.01
41.249,0.085
41.264,-0.057
41.278,-0.035
41.292,-0.201
41.306,-0.129
41.32,-0.296
41.334,-0.449
41.348,-0.339
41.362,-0.447
41.376,-0.616
41.39,-0.647
41.404,-0.618
41.419,-0.656
41.433,-0.588
41.447,-0.693
41.461,-0.491
41.475,-0.551
41.489,-0.267
41.503,-0.26
41.517,-0.165
41.531,0.065
41.545,0.633
41.56,1.322
41.574,2.62
41.588,3.017
41.602,1.343
41.616,0.15
41.63,0.059
41.644,0.14
41.658,0.611
41.672,0.7
41.686,0.527
41.7,0.009
41.714,-0.35
41.728,-0.642
41.742,-0.716
41.757,-0.656
41.771,-0.611
41.785,-0.582
41.799,-0.612
41.813,-0.523
41.827,-0.456
41.841,-0.464
41.855,-0.41
41.869,-0.281
41.883,-0.384
41.897,-0.141
41.911,0.094
41.925,0.05
41.939,-0.114
41.953,-0.212
41.967,-0.182
41.981,-0.475
41.995,-0.49
42.009,-0.685
42.024,-0.341
42.038,-0.199
42.052,0.348
42.066,0.22
42.08,0.288
42.094,0.762
42.108,1.078
42.122,1.801
42.136,2.524
42.15,3.231
42.164,2.983
42.178,1.558
42.192,0.71
42.206,-0.115
42.22,0.2
42.234,0.793
42.248,1.536
42.262,0.652
42.276,0.78
42.29,0.946
42.304,0.519
42.318,-0.021
42.332,-0.485
42.346,-0.83
42.36,-0.845
42.374,-0.889
42.388,-0.873
42.402,-0.827
42.416,-0.803
42.43,-0.823
42.444,-0.709
42.458,-0.708
42.472,-0.617
42.486,-0.655
42.5,-0.422
42.514,-0.295
42.528,-0.167
42.542,0.493
42.556,1.813
42.57,1.805
42.584,2.022
42.598,2.12
42.612,1.378
42.626,0.99
42.64,1.058
42.654,0.773
42.668,-0.097
42.682,-0.465
42.696,-0.533
42.71,-0.384
42.724,-0.429
42.738,-0.682
42.752,-0.763
42.766,-0.83
42.78,-0.725
42.794,-0.568
42.808,-0.088
42.822,-0.275
42.836,-0.238
42.85,-0.231
42.864,0.09
42.878,0.043
42.892,0.079
42.906,-0.065
42.92,0.018
42.934,0.065
42.948,0.166
42.962,0.207
42.975,-0.172
42.989,-0.583
43.003,-0.694
43.017,-0.829
43.031,-0.739
43.045,-0.695
43.059,-0.688
43.073,-0.659
43.087,-0.578
43.101,-0.587
43.115,-0.641
43.129,-0.531
43.143,-0.225
43.157,0.134
43.171,0.02
43.185,0.087
43.199,0.116
43.213,0.355
43.226,1.059
43.24,0.842
43.254,1.098
43.268,0.866
43.282,0.733
43.296,0.705
43.31,0.454
43.324,-0.104
43.338,-0.767
43.352,-0.908
43.366,-0.909
43.38,-0.911
43.394,-0.908
43.407,-0.91
43.421,-0.913
43.435,-0.923
43.449,-0.923
43.463,-0.923
43.477,-0.915
43.491,-0.922
43.505,-0.915
43.519,-0.915
43.533,-0.922
43.547,-0.914
43.56,-0.921
43.574,-0.911
43.588,-0.909
43.602,-0.906
43.616,-0.904
43.63,-0.909
43.644,-0.899
43.658,-0.889
43.672,-0.828
43.686,-0.849
43.7,-0.818
43.713,-0.593
43.727,-0.255
43.741,-0.262
43.755,-0.652
43.769,-0.518
43.783,-0.682
43.797,-0.652
43.811,-0.629
43.825,-0.186
43.839,-0.072
43.852,0.059
43.866,-0.134
43.88,-0.184
43.894,-0.378
43.908,-0.686
43.922,-0.829
43.936,-0.844
43.95,-0.851
43.963,-0.784
43.977,-0.484
43.991,-0.296
44.005,0.245
44.019,0.598
44.033,1.423
44.047,1.012
44.061,-0.456
44.074,-0.694
44.088,-0.746
44.102,-0.67
44.116,-0.632
44.13,-0.446
44.144,0.069
44.158,0.344
44.171,0.85
44.185,0.892
44.199,1.145
44.213,1.481
44.227,1.729
44.241,-0.394
44.255,-0.738
44.268,-0.827
44.282,-0.788
44.296,-0.749
44.31,-0.719
44.324,-0.479
44.338,-0.391
44.351,0.005
44.365,0.28
44.379,0.41
44.393,0.939
44.407,1.566
44.421,1.091
44.434,1.735
44.448,0.685
44.462,-0.042
44.476,-0.386
44.49,-0.671
44.504,-0.602
44.517,-0.407
44.531,-0.354
44.545,-0.134
44.559,0.491
44.573,1.508
44.587,1.304
44.6,1.65
44.614,1.541
44.628,0.522
44.642,-0.447
44.656,-0.561
44.669,-0.498
44.683,-0.513
44.697,-0.416
44.711,-0.357
44.725,-0.312
44.738,-0.184
44.752,0.05
44.766,0.621
44.78,0.99
44.794,1.644
44.807,1.27
44.821,1.436
44.835,1.143
44.849,1.084
44.863,1.257
44.876,0.259
44.89,-0.499
44.904,-0.507
44.918,-0.538
44.932,-0.496
44.945,-0.2
44.959,-0.173
44.973,0.123
44.987,0.188
45.001,0.696
45.014,1.079
45.028,1.32
45.042,0.4
45.056,0.344
45.069,0.26
45.083,0.23
45.097,0.196
45.111,0.28
45.125,0.356
45.138,0.162
45.152,-0.137
45.166,-0.194
45.18,-0.471
45.193,-0.552
45.207,-0.47
45.221,-0.283
45.235,-0.051
45.248,-0.127
45.262,-0.029
45.276,-0.149
45.29,0.128
45.303,0.166
45.317,0.054
45.331,0.025
45.345,-0.125
45.358,-0.439
45.372,-0.312
45.386,-0.305
45.4,-0.223
45.413,-0.186
45.427,-0.366
45.441,-0.465
45.455,-0.293
45.468,-0.383
45.482,-0.324
45.496,-0.16
45.51,-0.092
45.523,0.163
45.537,0.023
45.551,0.152
45.565,-0.041
45.578,-0.203
45.592,-0.575
45.606,-0.594
45.619,-0.566
45.633,-0.464
45.647,-0.526
45.661,-0.464
45.674,-0.597
45.688,-0.603
45.702,-0.571
45.716,-0.561
45.729,-0.586
45.743,-0.486
45.757,-0.491
45.771,-0.442
45.784,-0.424
45.798,-0.37
45.812,-0.362
45.825,-0.039
45.839,-0.069
45.853,-0.024
45.867,-0.077
45.88,-0.039
45.894,-0.279
45.908,-0.084
45.921,-0.226
45.935,-0.234
45.949,-0.474
45.963,-0.618
45.976,-0.588
45.99,-0.634
46.004,-0.605
46.017,-0.537
46.031,-0.4
46.045,-0.397
46.058,-0.362
46.072,-0.396
46.086,-0.288
46.099,-0.053
46.113,0.191
46.127,0.351
46.14,0.584
46.154,0.704
46.168,0.734
46.182,0.193
46.195,-0.527
46.209,-0.581
46.223,-0.559
46.236,-0.501
46.25,-0.458
46.264,-0.445
46.277,-0.355
46.291,-0.227
46.305,0.081
46.318,0.465
46.332,0.677
46.346,0.738
46.359,0.86
46.373,0.246
46.387,-0.263
46.4,-0.502
46.414,-0.523
46.428,-0.446
46.441,-0.318
46.455,-0.13
46.469,-0.108
46.482,0.026
46.496,0.055
46.51,0.067
46.523,0.095
46.537,0.13
46.551,0.067
46.564,0.208
46.578,0.2
46.592,0.199
46.605,0.386
46.619,0.185
46.632,0.254
46.646,0.293
46.66,0.242
46.673,0.334
46.687,-0.188
46.701,-0.515
46.714,-0.43
46.728,-0.302
46.742,-0.345
46.755,-0.187
46.769,0.023
46.783,0.277
46.796,1.43
46.81,1.239
46.823,1.521
46.837,2.148
46.851,1.943
46.864,1.732
46.878,1.213
46.892,0.08
46.905,-0.566
46.919,-0.5
46.932,-0.583
46.946,-0.441
46.96,-0.51
46.973,-0.398
46.987,-0.459
47.0,-0.393
47.014,-0.266
47.028,-0.327
47.041,-0.119
47.055,0.397
47.068,0.282
47.082,0.482
47.096,0.57
47.109,0.057
47.123,-0.584
47.137,-0.578
47.15,-0.64
47.164,-0.677
47.177,-0.624
47.191,-0.376
47.205,-0.383
47.218,-0.487
47.232,-0.525
47.245,-0.412
47.259,-0.404
47.273,-0.305
47.286,-0.424
47.3,-0.145
47.313,-0.099
47.327,0.066
47.34,0.096
47.354,-0.303
47.368,-0.432
47.381,-0.486
47.395,-0.517
47.408,-0.489
47.422,-0.491
47.436,-0.485
47.449,-0.477
47.463,-0.499
47.476,-0.503
47.49,-0.439
47.503,-0.379
47.517,-0.311
47.531,-0.221
47.544,-0.041
47.558,0.296
47.571,0.919
47.585,1.032
47.598,1.31
47.612,1.095
47.626,0.811
47.639,0.115
47.653,-0.393
47.666,-0.57
47.68,-0.548
47.693,-0.301
47.707,-0.286
47.72,-0.286
47.734,-0.076
47.748,0.052
47.761,0.075
47.775,0.496
47.788,0.909
47.802,1.856
47.815,1.805
47.829,1.425
47.842,1.016
47.856,0.065
47.869,-0.277
47.883,-0.321
47.897,-0.344
47.91,-0.135
47.924,-0.121
47.937,-0.009
47.951,-0.031
47.964,-0.015
47.978,-0.149
47.991,-0.116
48.005,-0.126
48.018,-0.115
48.032,-0.148
48.045,-0.182
48.059,-0.052
48.073,0.127
48.086,0.277
48.1,0.231
48.113,0.238
48.127,0.426
48.14,0.276
48.154,0.11
48.167,-0.145
48.181,-0.324
48.194,-0.517
48.208,-0.551
48.221,-0.517
48.235,-0.409
48.248,-0.427
48.262,-0.423
48.275,-0.24
48.289,-0.086
48.302,-0.264
48.316,-0.031
48.329,0.247
48.343,1.102
48.356,1.394
48.37,1.492
48.383,1.695
48.397,1.486
48.41,0.759
48.424,0.115
48.437,-0.317
48.451,-0.202
48.464,-0.284
48.478,-0.239
48.491,-0.29
48.505,-0.289
48.518,-0.092
48.532,-0.075
48.545,-0.028
48.559,0.064
48.572,-0.018
48.586,0.088
48.599,0.043
48.613,-0.04
48.626,-0.04
48.64,-0.054
48.653,0.066
48.666,-0.249
48.68,-0.34
48.693,-0.213
48.707,-0.393
48.72,-0.423
48.734,-0.438
48.747,-0.356
48.761,-0.251
48.774,0.049
48.788,0.5
48.801,0.56
48.815,0.636
48.828,0.584
48.842,0.51
48.855,0.315
48.869,0.023
48.882,0.196
48.895,0.166
48.909,0.016
48.922,-0.112
48.936,-0.361
48.949,-0.348
48.963,-0.29
48.976,-0.355
48.99,-0.105
49.003,0.157
49.017,0.291
49.03,0.823
49.043,0.951
49.057,0.428
49.07,-0.108
49.084,-0.35
49.097,-0.359
49.111,-0.427
49.124,-0.48
49.138,-0.443
49.151,-0.518
49.164,-0.579
49.178,-0.581
49.191,-0.612
49.205,-0.599
49.218,-0.622
49.232,-0.593
49.245,-0.645
49.258,-0.601
49.272,-0.646
49.285,-0.63
49.299,-0.63
49.312,-0.606
49.326,-0.328
49.339,-0.215
49.352,-0.147
49.366,0.153
49.379,0.281
49.393,0.453
49.406,0.768
49.419,0.805
49.433,0.445
49.446,0.234
49.46,0.467
49.473,0.031
49.487,-0.187
49.5,-0.345
49.527,-0.383
49.54,-0.337
49.554,-0.247
49.567,-0.043
49.58,0.192
49.594,-0.001
49.607,-0.032
49.621,0.118
49.634,0.44
49.647,0.319
49.661,0.574
49.674,0.168
49.688,-0.185
49.701,-0.388
49.714,-0.492
49.728,-0.529
49.741,-0.499
49.755,-0.438
49.768,-0.415
49.781,-0.266
49.795,-0.306
49.808,-0.331
49.822,-0.446
49.835,-0.425
49.848,-0.366
49.862,-0.277
49.875,-0.119
49.888,0.054
49.902,0.566
49.915,0.747
49.929,0.98
49.942,0.771
49.955,0.419
49.969,0.268
49.982,-0.025
49.995,0.034
50.009,-0.222
50.022,-0.425
50.036,-0.386
50.049,-0.37
50.062,-0.368
50.076,-0.381
50.089,-0.32
50.102,0.04
50.116,0.565
50.129,0.31
50.142,0.738
50.156,0.694
50.169,0.612
50.183,0.607
50.196,0.708
50.209,0.906
50.223,1.007
50.236,0.426
50.249,-0.08
50.263,-0.122
50.276,-0.255
50.289,-0.114
50.303,-0.162
50.316,-0.231
50.329,-0.338
50.343,-0.181
50.356,-0.121
50.369,-0.15
50.383,-0.225
50.396,-0.172
50.409,-0.148
50.423,0.22
50.436,0.446
50.449,0.32
50.463,0.388
50.476,0.749
50.489,0.877
50.503,0.645
50.516,0.539
50.529,0.073
50.543,-0.332
50.556,-0.355
50.569,-0.468
50.583,-0.55
50.596,-0.534
50.609,-0.557
50.623,-0.557
50.636,-0.542
50.649,-0.526
50.663,-0.481
50.676,-0.444
50.689,-0.241
50.703,-0.218
50.716,-0.121
50.729,0.096
50.743,0.155
50.756,0.139
50.769,0.205
50.782,0.503
50.796,0.689
50.809,0.666
50.822,0.267
50.836,0.191
50.849,-0.117
50.862,-0.575
50.876,-0.485
50.889,-0.469
50.902,-0.476
50.915,-0.378
50.929,-0.303
50.942,-0.204
50.955,-0.194
50.969,0.183
50.982,0.133
50.995,0.374
51.009,0.517
51.022,0.8
51.035,0.534
51.048,-0.109
51.062,-0.309
51.075,-0.488
51.088,-0.56
51.102,-0.584
51.115,-0.592
51.128,-0.57
51.141,-0.525
51.155,-0.328
51.168,-0.01
51.181,-0.201
51.195,-0.166
51.208,0.085
51.221,0.351
51.234,0.435
51.248,0.63
51.261,0.397
51.274,0.232
51.287,0.09
51.301,-0.24
51.314,-0.525
51.327,-0.51
51.34,-0.563
51.354,-0.541
51.367,-0.535
51.38,-0.536
51.393,-0.396
51.407,-0.084
51.42,-0.223
51.433,-0.105
51.447,-0.121
51.46,-0.204
51.473,-0.175
51.486,-0.174
51.5,-0.211
51.513,-0.173
51.526,-0.114
51.539,-0.198
51.553,-0.35
51.566,-0.352
51.579,-0.384
51.592,-0.454
51.605,-0.523
51.619,-0.63
51.632,-0.603
51.645,-0.592
51.658,-0.55
51.672,-0.561
51.685,-0.52
51.698,-0.524
51.711,-0.504
51.725,-0.298
51.738,-0.089
51.751,-0.222
51.764,-0.069
51.778,-0.157
51.791,-0.067
51.804,0.09
51.817,0.27
51.83,0.097
51.844,-0.166
51.857,-0.466
51.87,-0.564
51.883,-0.61
51.897,-0.587
51.91,-0.654
51.923,-0.624
51.936,-0.473
51.95,-0.405
51.963,-0.397
51.976,-0.479
51.989,-0.305
52.002,-0.207
52.016,0.048
52.029,0.161
52.042,0.183
52.055,0.318
52.068,0.266
52.082,0.266
52.095,0.281
52.108,0.011
52.121,-0.423
52.134,-0.617
52.148,-0.518
52.161,-0.569
52.174,-0.546
52.187,-0.568
52.2,-0.53
52.214,-0.47
52.227,-0.486
52.24,-0.382
52.253,-0.234
52.266,0.156
52.28,0.89
52.293,1.062
52.306,1.535
52.319,2.33
52.332,2.585
52.346,3.516
52.359,3.741
52.372,3.209
52.385,3.143
52.398,2.447
52.411,1.247
52.425,0.302
52.438,0.113
52.451,-0.179
52.464,-0.193
52.477,-0.358
52.491,-0.313
52.504,-0.095
52.517,0.212
52.53,0.55
52.543,0.377
52.557,0.024
52.57,0.159
52.583,0.091
52.596,0.075
52.609,0.029
52.622,-0.324
52.636,-0.55
52.649,-0.551
52.662,-0.649
52.675,-0.657
52.688,-0.612
52.701,-0.597
52.714,-0.536
